Мистическое существо;Единорог
Зная это, мы можем понять как работает устройство;Структура
Небесное тело;Метеорит
Что еще изобрел Альфред Нобель помимо премии;Динамит
Высокая платформа, на которой возводились античные храмы;Подиум
У этих животных 3 глазных века и двойной ряд ресниц;Верблюд
Высший свет, привилегированное общество;Бомонт
Что изобрела плохая американская секретарша Бэтти Грэм;Замазка
Домашнее прозвище Владимира Маяковского, которым он очень гордился и даже письма к любимой так подписывал;Щенок
При употреблении в пищу этого овоща человек тратит больше калорий, чем получает;Сельдерей
Страна с белоснежными пляжами;Малайзия
Млекопитающее, живущее в России;Медведь
Внезапное прояснение сознания, ясное понимание чего нибудь;Озарение
В 1778 году модные парижанки носили это на головах;Громоотвод
Человек, достигший в каком-то деле высшей степени мастерства;Виртуоз
Какая профессия появилась в 1722 году в результате принятия табеля о рангах;Чиновник
Кто может предсказать судьбу?;Цыганка
Какой драгоценный камень в средневековой Европе может защитить его владельца от колдовства;Аметист
Что не должно было касаться теста при приготовлении рабами и женщинами в Древней Греции;Дыхание
Как звали мифического царя Ливии, якобы впервые изготовившего небесный глобус;Атлас
Главный враг полей в Древнем Египте;Гиппопотам
В Польше его называют пилка ножна, в Югославии ногомет, а как это называется у нас;Футбол
Не менее эффективное оружие помимо грубой силы;Интеллект
С греческого языка это слово переводится как притворство;Ирония
Первоначально так назывались бумажные ленты для упаковки почтовых отправлений;Бандероль
Дикая роза с простыми, не махровыми цветками;Шиповник
О чем Фламандский натуралист ГБ9 века Карл Клозий отзывался так пригодно скорее для кормления свиней чем в пищу человеку;Шоколад
Строительный и отделочный материал;Мрамор/Кирпич
В этой профессии успели поработать и Че Гевара и Нострадамус;Доктор
Одно из изобретений Томаса Эдисона;Микрофон
Простейшее коммутационное устройство;Рубильник
Стильный атрибут современной одежды;Заплатка
Драгоценный камень;Мелонит
Официальная профессия Агаты Кристи;Секретарь
Так профессиональные игроки называют страх перед большой ставкой;Мандраж
Растение, которое можно использовать для облегчения зубной боли;Табак
Франтоватый пустой молодой человек;Пижон
Работа без посредника;Шабашка
Храбрый и удачливый воин доблестный ратник;Витязь
Олицетворением чего моряки считают кита;Коварство
В качестве кого, согласно статистике, видит себя в будущем каждый второй американский студент;Миллионер
Способ передачи содержания, заключающийся в организации структуры данных;Защита
Результат различных процессов преобразования ресурсов;Продукт
У древних индейцев это символизировало жизнь;Початок
С кельтского языка это слово переводится как вода жизни;Виски
Древний народ, близкий к готам, название которого стало нарицательным;Вандалы
Одновременно и страна, и город;Гибралтар
Этим словом няня поэта Арина Родионовна называла всех злодеев;Аспид
Так называют кончики пальцев ног;Пуанты
Что было первой военной игрушкой у царских детей;Барабан
Комплекс деревянных строений, связанных между собой сенями и переходами;Хоромы
Творческий процесс создания вещи, в котором эстетика определяет содержимое, а технологии-форму вещи.;Дизайн
Какое растение на Руси называли царем всех трав;Папоротник
Для кого делались в стене под карнизом круглые отверстия с полочками при строительстве избы?;Голубь
В штате Вермонт существует особое кладбище;Мороженое
Животное состоящее на государственной службе Англии. Несет вахту как в британском музее, так и в нескольких почтовых отделениях Лондона;Кошка
Человек находящийся на длительном или денежном обеспечении;Иждивенец
Ведающий продовольственными запасами в дворянском двору;Ключник
Прообраз дорожной сумки;Узелок
Анонимный сборник советов ГБ9 века по быту социальной жизни и многому другому;Домострой
Английская мера объема вместимости;Баррель
Название какой страны происходит от молочного животного;Италия
Здесь не только лечат, но еще и ведется учебная работа;Клиника
Это переносное устройство было разработано для вооруженных сил Англии для применения в полевых условиях;Патефон
Даже некоторым животным он не нужен;Баян
Чему посвящен праздник который отмечается в Великобритании 26 декабря;Подарок
Машина, способная изменять режим своего функционирования по определенной программе;Автомат
Эта наука на Руси считалась не дворянской;География
Сильное эмоциональное чувство;Ненависть
Этот человек не помешает, когда занимаешься чем то новым;Наставник
Государство, в котором ножи к столу не подают, так как это считается верхом неприличия;Китай
Во время какого занятия по одной из легенд Гвиневра соблазнила Ланселота;Шахматы
"Почему-то именно ими пугали на Руси маленьких детей, и название ""людоед"" тоже пошло от них";Венгры
Детская игра;Чехарда
Что может богомол сделать своей головой, чего не могут сделать другие насекомые;Поворот
Дерево, испаряющее в год четырнадцать тысяч ведер воды;Эвкалипт
Человек который живет на чужой счет, чужим трудом;Тунеядец
Что придумал Виктор Орвилл, сидя в тюрьме и со скукой глядя на квадратные плитки пола;Кроссворд
Этот сладкий продукт можно резать ножом, и при правильном приготовлении он хранится до нескольких лет;Повидло
Нечто зеленое;Крокодил
В Древнем Египте это животное считалось одним из священных;Гамадрил
Кого французы называют Летучей крысой;Голубь
Что в библии является знаком прощения людей;Радуга
Так в Ярославской области именуют чайку;Рыбалка
Макаронное изделие;Казеречче
Самый древний сосуд такого типа найден археологами в Египте и датирован 1300 годом;Бутылка
Что у рыбы сарган зеленого цвета;Кости
Это животное обрызгивает свою еду особым мускусным веществом;Росомаха
Это слово произошло от церковно-славянского слова опыт;Искусство
Как на Руси назывался поцелуй, ныне называемый французский;Татарский
Легкая загородная постройка с верандой, распространенная в тропических странах;Бунгало
Это слово первоначально относилось к французским рыцарям латникам считавшимся в XVI-XVII веках лучшими всадниками Европы;Жандарм
Предмет помогающий некоторым поэтам и художникам, если вдохновение пришло слишком неожиданно;Салфетка
Выборный, посланный куда нибудь с прошением;Ходок
Часть учебного процесса подготовки специалистов;Практика
Сказки, которые придумывают люди, чтобы объяснить необъяснимое;Суеверие
Название этого инструмента произошло от первого слова песни, которая чаще всего на нем исполнялась;Шарманка
Первоначально этот материал должен был использоваться для очистки обоев от пятен, но ему нашлось совсем другое применение;Пластилин
Французское осеннее лакомство;Каштан
Дерево, из которого по некоторым предположениям, был сделан Ноев ковчег;Кипарис
Что за праздник в 1783 году совпал с Днем Рождения города Санкт Петербург;Троица
Хотя правота его данность но обманывают его часто;Клиент
Это помогает упорядочивать и систематизировать;Логика
Этот зверь при виде врага притворяется мертвым;Опоссум
Фильм в стиле боевик;Начало
Как называется акционерное общество, управляемое менеджерами;Корпорация
Один лорд из за нежелания отрываться от карт для ужина изобрел новое блюдо;Сандвич
Как называется остров в Средиземном море, где впервые стали брать плату за стоянку в порту;Тариф
Название этой игры уже само по себе предполагает терпеливость от ее участников;Пасьянс
То, чему не всегда стоит доверять;Прогноз
В Русской деревне этот процесс часто сопровождался развлечениями и считался почти праздником;Сенокос
Какое животное дало название распространенному в Древнем Риме способу боевого построения;Черепаха
Что бывает льняным, синтетическим, оптическим;Волокно
Глаз этого беспозвоночного больше чем мозг;Устрица
Что проводит звук в десять раз быстрее воздуха;Гранит
В Китае этот цветок считается овощем, а в Европе сорняком;Одуванчик
Детская игра;Ладушки
Широко распространенный вид декоративно прикладного искусства;Вышивание
Это обычно находится под землей;Погреб
Российский политик;Миронов
Этой травой можно избить человека;Бамбук
Одна из самых длинных рек мира;Енисей
Как в старину называли украшение фасада дворца оружием и военными трофеями;Арматура
К чему, по мнению Плиния, дельфин обнаруживает любовь;Музыка
Это есть почти у каждой женщины;Расческа
Как в Древней Греции называлась табличка на земле должника, означавшая что в случае невыплаты долга земля перейдет в собственность кредитора;Ипотека
В какое необычное место однажды отправился в отпуск Денис Тито;Космос
Впервые это было введено в Исландии в 1151 году, но распространялось только на пожары и чуму;Страховка
Так в средневековом театре, называлась фигурка изображавшая деву Марию;Марионетка
Оценщик поступков;Совесть
Каким медицинским терминов в древней Греции называли частное лицо;Идиот
Овощ, чьим соком раньше заживляли ожоги;Брюква
Элемент военной одежды, отсутствующий на одежде моряков большинства стран;Погоны
Как только в России не называли это до введения термина журналистом Н.И. Гречем;Паровоз
Что означает по казахски эуежжай;Аэропорт
Кто в древней истории был замужем за своими двумя братьями;Клеопатра
В Японии их иногда едят живыми;Осьминог
Что являлось главной составляющей частью бани, которую наши предки использовали для излечении радикулита и ревматизма;Навоз
Что нужно подсунуть под печь, чтобы домовой отправился вслед за переезжающей в новую избу семьей Лапоть.;Лапоть
Овощ чьи полезные вещества используют для борьбы с подагрой;Кабачок
Первые ружья и пушки Древней Руси;Пищаль
Сорт белого вина;Мускат
Что по мнению жителей древнего Вавилона, перед битвой делало воинов неуязвимыми;Гранат
Без этого перевозить большие обьемы жидкости было бы крайне затруднительно;Цистерна
Что должно было быть на листьях травы, подносимых к церкви в троицу;Слезы
Раньше это слово означало заслуженную награду, теперь стало синонимом наказания;Возмездие
Болотные сапоги в русском фольклоре, ныне этим словом называется другой вид обуви;Бахилы
Структура вещества;Кристалл
Информация представленная одновременно в нескольких выразительных средствах;Мультимедиа
Шадуф это тип какого сооружения;Колодец
У какого животного на две хромосомы больше, чем у человека;Горилла
Что запрещалось носить в Царско Сельском лицее;Очки
Чей портрет изображен на карте короля в стандартной колоде карт;Чарльз
Что называли чертовым яблоком во времена Петра 9;Картофель
Мексиканская еда;Буррито
По одной из версий, название этой страны с одного из древних языков можно перевести как берег кроликов;Испания
Мужской головной убор;Цилиндр
По какой траве даже ночью в лесу можно определить стороны света;Лебеда
С китайского языка название этого растения переводится как человек-корень;Женьшень
Так раньше называли знатока и любителя вкусной еды;Гастроном
Веселый праздник, в переводе на Русский означающий прощание с мясом;Карнавал
Самодельная сладость;Повидло
Как называется комплекс жилых, хозяйственных, парковых и иных построек в Русской архитектуре;Усадьба
Чем является рецепт приготовления блюда с точки зрения математики;Алгоритм
Этот человек иногда плавит;Алхимик
Бандитский город Мексики;Тихуана
Русский писатель XX века;Северянин
Это пришло к нам из Америки;Табак
Приспособление, имеющееся на любом корабле и самолете, но отсутствующее на сухопутном транспорте;Иллюминатор
Что означает знак градуса в древней символике;Солнце
Древняя книга;Манускрипт
Кто в России в XIX веке назывался рыцарем зеленого поля;Шулер
Что помимо смысла жизни ищут философы;Свобода
О каком качестве хозяйки говорило, если она кладет ложку выемкой книзу;Жадность
Это сухопутное животное умеет ходить под водой;Броненосец
Это печенье поистине можно было считать пищей аристократов;Бисквит
Военный конвой, который сопровождает кого нибудь куда нибудь;Эскорт
Этой теме была посвящена первая книга, напечатанная в Англии;Шахматы
В народе говорили с Дмитрия посиделки, а с Юрия что;Хоровод
Предмет гигиены. В мифологии он являлся символом женственности;Расческа
По преданию короли из династии Капетингов излечивали это заболевание прикосновением руки;Золотуха
Кого должен был убить эскимосский мальчик, чтобы совершить первый охотничий подвиг?;Муха
Челобитная это....;Прошение
На него приходится наибольшее количество ставок;Фаворит
Что пышно украшалось березой и зеленью на русском селе в Троицу;Церковь
Девиз фирмы Ай-Би-Эм состоит из всего одного слова-призыва;Думай
Этот сплав получают в доменных печах;Чугун
Один из способов общения народа с государством;Жалоба
Большой лист бумаги с записями;Простыня
Один из видов искусства;Драма/Пение
Этим опасным делом можно заниматься не только за границей, но и на соседней фирме;Шпионаж
При каком древнерусском обычаи ветки березы пригибали к земле, переплетая их с травой;Заламывание
Как до 1703 года назывались чистые пруды в Москве;Поганые
Технологический процесс, позволяющий режессеру совместить несовместимое;Мантаж
Корабельный гуру;Лоцман
Растительные специи;Кориандр/Сельдерей
В старину они назывались перстатицы;Перчатки
Что делать запрещалось в Русских деревнях, чтобы не ронять Богородицу в грязь;Ругаться
Древние викинги очень часто занимались этим;Война
Вместилище для хранения сыпучих материалов;Бункер
Актуальная болезнь, которой болели даже динозавры;Кариес
Как называется хлеб, который по легенде был изготовлен монахом, на которого с неба снизошла манна небесная;Крендель
Предмет,совершенно не интересующий свиней;Бисер
Летательный аппарат;Параплан
Один из самых простых и верных продуктов индикаторов экономического благополучия той или иной страны, по мнению маркетологов;Шоколад
День какого святого считался праздником охотников;Зиновий
Эта настойка на травах прославила отчество цирюльника графа Орлова;Сталевар
Мелкая монета в Древнем Риме, за которую можно было купить пропуск на собрание, где зачитывались последние новости;Газета
Приспособление для массового производства граффити;Трафарет
Что в сюжете о победе Георгия над змием символизирует спасенная царица;Церковь
Что сжигали в старину на Руси в ночь перед Благовещением, чтобы избавится от болезней;Постель
Причина увеличения беговой дистанции биатлониста;промах
В Чили находится самое крупное сооружение подобного типа;Бассейн
Устройство которое следует разрушить после того, как оно выполнит свое предназначение;Копилка
Кому изначально была посвящена третья героическая симфония Бетховена;Наполеон
Единственная страна, где за 1983 год не зарегистрировано ни одного рождения;Ватикан
Немецкий инженер, сконструировавший нефтяной двигатель;Дизель
Человек выброшенный из какого либо общества;Аутсайдер
Древнеримская подземная канализация;Клоака
Обувь североамериканского происхождения в стиле унисекс.;мокасины
Вера в предопределенность событий;Фатализм
Аристотель относил это к одной из первичных энергий человеческого тела, а Платон процессом движения;Любовь
Кто спит с одним открытым глазом;Дельфин
Имя того кто изображался на монете с копьем в руках;Георгий
Административно территориальная единица в Древней Руси;Волость
Как называлась одна из самых распространенных игрушек в домонгольской Руси;Хлопушка
Какое насекомое способно возвести конструкцию размером с двухэтажный дом;Термит
Как называется украшение из резной доски, расположенное поверху крыши;Гребешок
Хозяин поломанной скамьи;Банкрот
Архитектурный стиль, который современники называли варварским;Готика
Дерево дающее молоко;Миндаль
На этом можно писать;Доска
Двуликий человек;Янус
Этим сторонники Английского короля Георга пытались отравить Джорджа Вашингтона;Помидор
Это постепенно выходящее из употребление слово объединяет в себе понятие мятежа, измены, смуты, а так же коварных или антигосударственных замыслов;Крамола
То, что можно заработать, если отдавать работе много времени и сил;Невроз
Так в древней Греции назывался сплав золота с серебром;Электрон
В буквальном переводе это означает что то вроде оды;Пародия
Что означало слово обнос;Клевета
Тот, кто помнит больше, чем понимает;Эрудит
Так в разговорной речи иногда называют людей, которым не придают значения;Мебель
Наземное млекопитающее;Броненосец
Государство-остров;Исландия/Ямайка
Лексика людей объединенных общностью интересов или времяпровождением;Жаргон
Это слово пришло из греческого языка, где оно обозначало досуг, праздность и отдых;Школа
Разновидность сковороды;Жаровня
Кто не будет кусать того кто первым скинет рубаху при первом соловье;Блоха
В Древней Греции так называли пергамент, сложенный для удобства использования вчетверо;Тетрадь
Качественное состояние обозначающее степень развития в чем либо;Уровень
Тайное намерение, не бывающее добрым;Умысел
Как называется верхняя часть здания, служащая основанием купола;Барабан
Канцелярский предмет;Точилка
В каком приборе 30х годов ГГ века в Америке использовали калючки кактуса;Патефон
За что Петр 9 давал чугунный орден весом 7 кг;Пьянство
Что французский философ Гельвеций называл результатом страха, слабости и трусости;Жестокость
Древний сосуд;Амфора
Какое блюдо подавали на стол последним в прощеное воскресенье;Яичница
Что изображено на государственных символах Ямайки;Ананас
Материал для каменных орудий;Кремень
Таким бывает фильм;Мелодрама
Это слово часто употреблявшееся в Советском союзе, произошло от латинского производить на свет потомство;Пролетарий
Прикосновение к этому в плоть до Второй Мировой войны в Японии считалось кощунством;Император
Как называли студентов Императорского Училища Правоведения в Санкт Петербурге за их желто зеленые сюртук;Чижик
Так называется и постельная принадлежность и верхняя одежда;Пуховик
Наиболее распространенный информационный жанр;Заметка
Помимо основной функции в Г9 веке до нашей эры, это приспособление также являлось символом власти и богатства;Зонтик
Это упрощает жизнь творческой личности;Гонорар
Одна из школьных принадлежностей;Треугольник
Белой женщиной англичане называют приведение а так же представительниц этой профессии;Акушерка
Надпись на памятнике в Древней Греции, широко используемая современными писателями;Эпиграф
Ягода содержащая рекордное количество микроэлементов;Облепиха
Самый маленький представитель этого животного имеет рост 44 сантиметра;Лошадь
Марка бытовой техники;Тефаль/Симменс
Так называется полость среднего мозга;Водопровод
В Англии делают вино из листьев этого растения;Крапива
Так называли нищего получавшего милостыню дважды один раз в свою руку;Двурушник
Известный философ;Шопенгауэр
В древности на руси это считалось исключительно мужской одеждой;Сарафан
В 1930 году этот продукт продавался как лекарство;Кетчуп
Признак принадлежности предмета конкретному человеку;Инициалы
Кто спит на левом боку, согласно мнению китайских мудрецов;Мудрец
Так можно было бы назвать некультурного человека, простолюдина.;Плебей
Вид наказания;Гильотина, Каторга
Подсказчик забывчивому публичному лицу перед камерой?;Суфлер
Так назывались 10 миллионов в древнерусском счете;Ворон
Кого согласно охотничьим приметам, нельзя упоминать на охоте, чтобы охота была удачной;Женщина
Это слово вполне можно доказать;Теорема
Растение которое не только употреблялось в пищу но и использовалось некоторыми народами как строительный материал;Кукуруза
Украшение для текстильных изделий;Бахрома
Этим словом называют класс речных кораблей, а так же то на что мы увлеченно смотрим, музыканты слушают, а англоязычные листают;Монитор
Согласно примете на Руси, что для тишины в доме должно быть на крыше;Курица
В сказках если принц не на белом коне, то уж точно на нем;Единорог
Обычно поезд содержит это;Тепловоз
Простейшее ручное орудие;Мотыга
это не рыба;Кальмар/Дельфин
Что заменяло холодильник до его изобретения;Погреб
По древним поверьям если он уходит из дома значит в дом придет беда;Сверчок
Летающий вид транспорта, на котором доводилось путешествовать далеко не каждому;Тарелка
Что является одним из символов Армении символизирующим изобилие плодородие и брак;Гранат
Как на Юге Руси в старые времена называли низкие и широкие сосуды для питья;Плошка
Русская народная поговорка где соленые огурцы тут и что;Пьяница
Один из ключевых моментов любого сюжета;Завязка
В древней Мексике было всего два вида домашних животных собака и...;Индюшка
Фильм получивший золотую пальмовую ветвь;Пианино
Как в старой России называлась уха из молоденьких стерлядок;Наливная
Как первоначально назывался летний сад в Санкт Петербурге;Огород
Обычно это бывает белым;Скатерть/Песок
У Зигмунда Фрейда была очень странная фобия. Чего он боялся;Папоротник
Что считается самой распространенной в мире незаразной болезнью;Кариес
Что является обьектом изучения науки Юконхология, связанной исключительно с моллюсками;Раковина
Этот человек получил больше всего оскаров;Дисней
Что искал М.Ю.Лермонтов,если верить его стихам?;Рифму
В древности во время этого празднества устанавливалось священное перемирие;Олимпиада
В переносном смысле сумасшедший дом, хаос, неразбериха;Бедлам
Благодаря этой особенности живых организмов стала возможна эволюция на земле;Мутация
В чем по мнению индейцев северной америки заключена сила человека;Волосы
Лучший способ демонстрации;Пример
Ударный музыкальный инструмент;Тамбурин
Представитель циркового жанра;Фокусник
Американский президент;Вашингтон
Какое иностранное слово Даль предлагал заменить на Русское колоземица;Атмосфера
Вооруженный ангел страж;Херувим
Название некоторых местных учреждений в дореволюционной России;Управа
На производство чего Отто фон Бисмарк не рекомендовал смотреть;Политика
Так на Руси назывался всякий иноземец или иноверец;Басурман
Участник оркестра;Трубач
Внешний признак тревожного явления;Симптом
В переводе с латыни это слово означает предостерегающая или советница;Монета
Как в России называли куклу с подвижными глазами;Моргалка
Скрытая до поры до времени сила;Потенциал
Любитель ухаживать за женщинами;Волокита
С Японского это слово переводится как Божественный ветер;Камикадзе
Это женское цыганское имя означает непокорная;Земфира
Изречение, обобщающее различные явления жизни;Пословица
Где пускание воздушного змея считается профессиональным спортом;Тайланд
Название какого преступления переводится с итальянского как стучать башмаками;Саботаж
По легенде классическая форма бокала для этого напитка была создана по размеру груди королевы Марии Антуанетты;Шампанское
Один из элементов письменной речи;Пунктуация
Что означает покручивание пальцем у виска в Аргентине и Перу;Размышление
Как в древней Руси называли воспитателя молодого князя;Пустен
Это должно быть у рыцаря;Шпага
Самый крупный комплекс таких сооружений находится в испанской провинции Альмерия;Теплица
Во время второй мировой войны этот предмет являлся символом единства у Норвежцев. В честь него даже построили памятник;Скрепка
Обязательный элемент женского и парного фигурного катания;Спираль
Славянское блюдо,более всего распространенное на украинской кухне;Вареники
Важное по своему значению и рискованное для жизни деяние;Подвиг
Постройка непонятного назначения;Пирамида
Кто видит только круглые обьекты в движении;Лягушка
Герой книги Мастер и Маргарита;Коровьев
Это слово, обозначающее не самого талантливого человека, ввел в русский язык поэт Игорь Северянин;Бездарь
Творец чьи работы не могут попасть на выставку или в музей;Архитектор
Какое женское имя придумал Пушкин;Наина
При изготовлении чего бондари на Руси никогда не использовали металлические обручи;Соломка
Раньше так называли увеселительное заведение;Вакзал
Что вызывало необъяснимый ужас у Сергея Есенина;Милиционер
Старинная настольная игра;Алькерк/Нарды/Шахматы/Лото/Шашки
Именно так называется французская территория, где произрастает самый игристый виноград;Шампань
У шакала этого на одну пару больше, чем у собак и волков;Хромосома
Подразделение организация, оплот бюрократии;Канцелярия
Вид стекла;Триплекс
В начале ГБ999 века в Англии он был большой редкостью, потому что врачи считали его вредным и даже ядовитым;Огурец
Английская единица объема;Галлон
В Риме этот период называли собачьи дни, а у нас;Каникулы
Это всем известный с детства термин произошёл от латинского названия звезды Сириус, утренний восход который приходился на жаркое время года;Каникулы
Лесной предсказатель;Кукушка
Что запрещено есть в Калифорнии во время купания;Апельсины
Актриса, на которую хотели быть похожими девочки;Тейлор
